month,day,year,capturetime,releasetime,bandnumber,species,age,sex,wing,hallux,tail,standardtail,tarsus,wingpitfat,keelfat,crop
10,1,1997,10:50,11:00,1387-92135,RT,I,,367.0,29.6,221,240.0,85.2,0.0,0.0,0.0
10,1,1997,11:58,12:27,1387-92136,RT,I,,400.0,32.1,242,261.0,86.9,0.0,0.0,0.0
10,1,1997,12:25,12:41,1387-92137,RT,I,,379.0,32.0,220,238.0,90.1,0.0,1.0,0.0
10,1,1997,12:32,12:59,1387-92138,RT,I,,360.0,30.4,210,232.0,84.8,0.0,1.0,0.0
10,1,1997,12:57,13:14,1387-92139,RT,I,,362.0,31.4,221,240.0,86.8,0.0,1.0,0.0
10,2,1997,11:52,12:05,1387-92140,RT,I,,378.0,33.4,236,244.0,91.3,0.0,1.0,0.0
10,2,1997,13:17,13:32,1423-16234,SS,I,F,201.0,14.5,162,167.0,58.1,1.0,1.0,0.0
10,6,1997,12:01,12:21,1423-16235,SS,I,M,193.0,11.5,150,152.0,52.4,0.0,0.0,0.0
10,6,1997,14:08,14:37,1387-92141,RT,I,,372.0,31.8,235,239.0,85.2,0.0,1.0,0.0
10,8,1997,10:00,10:25,1387-92142,RT,I,,369.0,32.0,231,240.0,84.9,0.0,0.0,0.0
10,8,1997,11:52,12:13,1387-92143,RT,I,,354.0,29.2,227,234.0,81.7,1.0,1.0,0.0
10,9,1997,09:57,11:07,1387-92144,RT,I,,367.0,34.2,238,249.0,91.7,0.0,0.0,0.0
10,9,1997,13:00,13:32,1387-92145,RT,I,,349.0,31.1,225,237.0,89.0,0.0,0.0,0.0
10,9,1997,13:27,13:57,1387-92146,RT,I,,375.0,33.7,249,250.0,94.0,1.0,1.0,0.25
10,9,1997,14:27,14:50,1387-92147,RT,I,,343.0,26.1,213,224.0,79.3,0.0,0.0,0.0
10,9,1997,14:58,15:15,1387-92148,RT,I,,360.0,34.0,240,252.0,91.2,1.0,1.0,0.0
10,10,1997,11:45,12:00,1387-92149,RT,I,,395.0,33.2,231,243.0,90.3,0.0,2.0,0.0
10,10,1997,11:55,12:08,1397-92150,RT,I,,400.0,32.1,227,239.0,84.4,0.0,2.0,0.0
10,10,1997,12:10,12:30,1423-16236,SS,A,F,170.0,14.4,155,165.0,54.6,3.0,2.0,0.0
10,13,1997,14:21,14:45,1705-24630,CH,I,F,268.0,24.9,227,232.0,75.3,1.0,1.0,0.0
10,14,1997,11:52,12:05,1387-92151,RT,I,,369.0,29.5,223,245.0,87.4,1.0,2.0,0.0
10,14,1997,14:15,14:30,1387-92152,RT,I,,365.0,30.0,228,239.0,86.2,0.0,0.0,0.0
10,16,1997,13:05,13:25,1387-92153,RT,A,,375.0,32.7,242,252.0,91.0,1.0,0.0,0.0
10,17,1997,10:00, ,1423-16238,SS,I,M,230.0,13.8,149,153.0,52.5,0.0,0.0,0.0
10,17,1997,14:35,15:00,12044-5876,CH,A,M,213.0,13.8,184,181.0,71.2,0.0,1.0,0.0
10,20,1997,11:21,11:35,1387-92154,RT,A,,382.0,34.7,247,259.0,92.5,0.0,1.0,1.0
10,20,1997,12:34,12:50,1423-16239,SS,I,M,168.0,14.0,158,167.0,55.9,2.0,2.0,0.0
10,20,1997,12:49,13:05,1387-92155,RT,A,,478.0,44.7,267,272.0,,2.0,2.0,0.5
10,20,1997,13:05,13:20,1387-92157,RT,I,,469.0,43.2,257,269.0,,1.0,0.0,0.0
10,21,1997,12:16,12:33,1423-16278,SS,I,M,172.0,10.9,148,148.0,53.4,1.0,0.0,0.0
10,21,1997,13:47,14:10,1387-92156,RT,I,,373.0,30.4,221,251.0,93.7,1.0,1.0,0.5
10,23,1997,12:10,12:36,1387-92158,RT,A,,386.0,30.5,214,227.0,92.5,,1.0,0.5
10,23,1997,14:36,15:03,1207-72603,RT,I,,384.0,35.0,229,236.0,91.9,,,
10,31,1997,11:00,11:47,1807-53127,RT,I,,351.0,29.7,213,216.0,,0.0,0.0,0.0
10,31,1997,11:50,12:14,872-09640,SS,I,M,168.0,11.9,138,136.0,50.0,2.0,1.0,0.0
11,1,1997,12:21,12:34,1807-53128,RT,I,,363.0,27.3,213,220.0,84.1,0.0,1.0,0.75
11,1,1997,14:22,14:34,1423-16240,SS,I,F,199.0,15.2,158,163.0,56.5,2.0,2.0,
11,3,1997,11:30,12:01,12044-5877,CH,I,M,235.0,20.3,193,196.0,69.2,1.0,1.0,0.0
11,3,1997,12:15, ,1387-92159,RT,A,,374.0,32.1,201,210.0,85.2,1.0,1.0,0.5
11,3,1997,12:52, ,1807-53129,RT,I,,369.0,26.8,216,224.0,60.1,0.0,0.0,0.0
11,6,1997,11:22,11:41,1343-78476,SS,I,F,202.0,14.9,165,166.0,56.8,3.0,2.0,0.0
11,7,1997,11:26,11:46,1423-16241,SS,I,F,202.0,14.1,160,164.0,55.3,2.0,2.0,0.0
11,10,1997,12:30,12:49,1387-92160,RT,I,,374.0,28.0,244,218.0,87.9,1.0,2.0,0.0
11,11,1997,11:10,11:35,1387-92161,RT,I,,389.0,30.8,230,240.0,81.7,2.0,1.0,0.0
11,15,1997,12:54,13:08,1387-92162,RT,I,,379.0,29.4,227,234.0,80.8,1.0,0.0,0.0
11,18,1997,11:25, ,872-09641,SS,I,M,170.0,11.1,139,141.0,54.0,0.0,1.0,0.0
9,20,1998,14:45, ,1387-92166,RT,I,,373.0,28.5,233,,,,,
9,21,1998,11:45, ,1207-72604,RT,I,,403.0,32.5,240,,,,,
10,1,1998,10:42, ,1207-72606,RT,I,,400.0,30.0,237,,,,,
10,8,1998,09:45, ,2003-58581,SS,A,F,205.0,14.1,144,,,,,
10,8,1998,10:45, ,1207-72607,RT,I,,405.0,31.3,210,,,,,
10,8,1998,14:10, ,1387-92173,RT,I,,382.0,27.9,225,,,,,
10,9,1998,11:15, ,1142-19209,SS,A,M,165.0,11.4,125,,,,,
10,9,1998,12:10, ,1387-92174,RT,I,,407.0,33.4,246,,,,,
10,9,1998,12:25, ,1387-92175,RT,I,,403.0,31.0,225,,,,,
10,10,1998,11:00, ,1207-72608,RT,I,,406.0,33.1,230,,,,,
10,10,1998,12:05, ,1387-92196,RT,I,,381.0,31.1,220,,,,,
10,12,1998,10:15, ,1387-92177,RT,I,,395.0,29.7,230,,,,,
10,12,1998,11:45, ,1207-72609,RT,I,,410.0,31.5,233,,,,,
10,12,1998,14:30, ,1204-45878,CH,A,F,243.0,19.2,196,,,,,
10,14,1998,13:30, ,1423-16242,SS,I,M,170.0,11.0,135,,,,,
10,15,1998,14:35, ,1343-78477,SS,A,F,210.0,15.0,170,,,,,
10,21,1998,10:40, ,1207-72610,RT,A,,425.0,33.0,232,,,,,
10,22,1998,14:01, ,1387-92178,RT,I,,402.0,29.8,234,,,,,
10,26,1998,10:17, ,1387-92180,RT,A,,480.0,35.4,239,,,,,
10,26,1998,12:15, ,1387-92181,RT,I,,412.0,31.5,230,,,,,
10,29,1998,10:25, ,1705-24634,CH,I,F,260.0,24.0,227,,,,,
11,2,1998,11:55, ,1207-72611,RT,A,,381.0,32.0,213,,,,,
11,3,1998,14:53, ,1207-72612,RT,A,,392.0,29.0,207,,,,,
11,4,1998,10:35, ,9387-92182,RT,I,,382.0,31.0,214,,,,,
11,4,1998,12:10, ,1343-78478,SS,A,F,196.0,14.0,146,,,,,
11,9,1998,01:31, ,1387-92183,RT,A,,391.0,32.8,217,,,,,
11,11,1998,11:48, ,1207-72613,RT,A,,397.0,31.4,216,,,,,
11,11,1998,12:52, ,1807-53130,RT,I,,361.0,27.9,214,,,,,
11,11,1998,14:15, ,1387-92184,RT,I,,376.0,29.5,216,,,,,
11,12,1998,14:00, ,1207-726114,RT,A,,410.0,31.8,222,,,,,
11,18,1998,11:30, ,1207-72615,RT,I,,381.0,31.3,288,,,,,
11,19,1998,13:07, ,1387-92185,RT,I,,396.0,25.2,238,,,,,
11,20,1998,10:30, ,1387-92186,RT,I,,383.0,29.9,199,,,,,
11,20,1998,11:52, ,1343-78479,SS,I,F,203.0,14.7,161,,,,,
9,5,1999,11:35, ,1387-92187,RT,I,,271.0,33.0,235,236.0,,,2.0,0.0
9,7,1999,11:00, ,1205-24636,CH,I,F,255.0,22.9,208,216.0,,,,
9,10,1999,11:05, ,1423-16243,SS,I,F,196.0,14.7,137,136.0,,,4.0,1.0
9,13,1999,10:15, ,872-09646,SS,I,M,168.0,11.0,143,139.0,,,2.0,0.0
9,14,1999,15:30, ,1387-92188,RT,I,,392.0,29.2,219,200.0,,,0.0,1.0
9,16,1999,12:08, ,1142-19210,SS,I,M,163.0,11.6,128,115.0,,,2.0,1.0
9,18,1999,11:10, ,2003-99306,SS,I,F,205.0,15.0,161,164.0,,,,
9,18,1999,12:08, ,1207-72616,RT,I,,395.0,33.0,236,240.0,,,2.0,1.0
9,18,1999,15:08, ,1142-19211,SS,I,M,163.0,11.3,131,137.0,,,3.0,3.0
9,18,1999,15:45, ,1387-92189,RT,I,,370.0,31.4,225,227.0,,,2.0,0.0
9,20,1999,10:17, ,1204-45867,CH,A,M,225.0,19.4,190,198.0,,,2.0,1.0
9,21,1999,12:12, ,1213-58901,SS,I,F,197.0,9.6,150,152.0,,,1.0,0.0
9,21,1999,13:00, ,1387-92190,RT,I,,376.0,30.3,223,219.0,,,1.0,0.0
9,22,1999,10:55, ,1387-92191,RT,I,,372.0,31.6,225,220.0,,,1.0,0.5
9,23,1999,11:11, ,1207-72617,RT,I,,391.0,32.4,241,241.0,,,1.0,1.0
9,24,1999,12:30, ,1142-19212,SS,I,,165.0,11.2,136,138.0,,,1.0,1.0
9,24,1999,14:24, ,1387-92192,RT,I,,364.0,29.0,210,222.0,,,1.0,1.0
9,25,1999,11:35, ,2003-99307,SS,A,F,202.0,15.0,160,158.0,,,3.0,0.0
9,25,1999,12:00, ,1142-19213,SS,I,M,163.0,10.9,135,131.0,,,2.0,1.0
9,25,1999,12:35, ,1387-92193,RT,I,M,381.0,32.3,223,216.0,,,,
9,25,1999,14:10, ,1387-92194,RT,I,,375.0,28.0,219,216.0,,,,
9,26,1999,12:55, ,1387-92195,RT,I,,392.0,33.6,229,225.0,,,,
9,29,1999,13:08, ,1207-72618,RT,A,,398.0,35.2,211,217.0,,,2.0,0.0
9,30,1999,09:20, ,1387-19197,RT,I,,371.0,31.0,204,206.0,,,1.0,0.0
9,30,1999,12:31, ,1387-19298,RT,A,,367.0,31.0,204,206.0,,,3.0,1.0
9,30,1999,13:10, ,2003-99308,SS,A,F,193.0,14.6,146,156.0,,,1.0,0.0
10,2,1999,10:25, ,1387-19299,RT,A,,375.0,29.3,214,202.0,,,,
10,4,1999,13:21, ,1387-19220,RT,I,,408.0,33.0,236,231.0,,,1.0,1.0
10,4,1999,15:10, ,22-06-35428,CH,A,F,252.0,28.8,185,211.0,,,1.0,1.0
10,5,1999,09:38, ,1204-45868,CH,A,M,237.0,19.9,195,191.0,,,3.0,
10,5,1999,10:43, ,1177-04601,RT,I,,399.0,29.9,247,236.0,,,0.0,3.0
10,6,1999,09:45, ,1705-24637,CH,A,F,268.0,19.9,215,206.0,,,2.0,0.5
10,7,1999,12:40, ,1207-72619,RT,I,,388.0,31.5,227,219.0,,,3.0,0.0
10,8,1999,13:39, ,2003-99309,SS,A,F,200.0,15.6,155,152.0,,,3.0,0.5
10,11,1999,11:13, ,2003-99310,SS,I,F,192.0,15.5,159,150.0,,,4.0,0.5
10,11,1999,13:11, ,1142-19214,SS,A,M,167.0,11.3,132,131.0,,,4.0,0.25
10,11,1999,15:00, ,1177-04699,RT,I,,370.0,31.9,225,220.0,,,2.0,0.0
10,11,1999,15:00, ,1142-19215,SS,A,M,162.0,11.8,130,131.0,,,3.0,1.0
10,12,1999,11:05, ,1177-04602,RT,I,,363.0,30.0,220,216.0,,,0.0,0.0
10,12,1999,11:20, ,1177-04603,RT,I,,371.0,10.3,215,214.0,,,2.0,1.0
10,13,1999,09:01, ,2003-99311,SS,A,F,199.0,15.7,161,155.0,,,4.0,1.0
10,14,1999,09:23, ,1177-04604,RT,I,,386.0,28.2,226,225.0,,,2.0,0.5
10,14,1999,09:52, ,1207-72620,RT,I,,400.0,33.9,227,233.0,,,3.0,0.25
10,14,1999,13:15, ,1177-04605,RT,I,,390.0,29.0,236,232.0,,,1.0,1.0
10,14,1999,13:49, ,2003-99312,SS,A,F,199.0,14.9,169,156.0,,,3.0,1.0
10,14,1999,14:45, ,1705-24639,CH,A,F,254.0,24.0,212,209.0,,,3.0,0.25
10,15,1999,10:08, ,1177-14606,RT,A,,382.0,30.8,210,203.0,,,1.0,0.0
10,15,1999,10:50, ,803-05929,SS,A,F,196.0,14.3,164,154.0,,,4.0,0.0
10,15,1999,11:29, ,1177-04607,RT,I,,354.0,28.5,226,222.0,,,2.0,0.0
10,15,1999,12:27, ,1177-04608,RT,I,,403.0,33.2,242,236.0,,,1.0,0.0
10,15,1999,13:35, ,2003-99313,SS,I,F,194.0,13.7,153,149.0,,,0.0,4.0
10,15,1999,14:08, ,1177-04609,RT,I,,375.0,30.0,221,214.0,,,2.0,1.0
10,15,1999,14:39, ,1807-53131,RT,I,,369.0,27.3,220,212.0,,,2.0,0.0
10,15,1999,15:33, ,1177-04610,RT,I,,368.0,30.3,219,216.0,,,2.0,0.0
10,16,1999,13:05, ,1177-04611,RT,A,,393.0,32.6,225,222.0,,,2.0,0.0
10,20,1999,11:28, ,1177-04612,RT,I,,370.0,31.5,221,212.0,,,2.0,0.25
10,20,1999,13:07, ,1177-04613,RT,I,,378.0,32.3,215,216.0,,,0.0,0.0
10,21,1999,11:50, ,1177-04614,RT,I,,369.0,31.1,223,228.0,,,2.0,0.0
10,21,1999,13:56, ,1807-53132,RT,I,,364.0,28.6,219,211.0,,,2.0,0.0
10,22,1999,09:40, ,1177-06415,RT,I,,387.0,31.4,235,226.0,,,2.0,0.0
10,23,1999,10:40, ,1207-72621,RT,A,,410.0,33.6,216,221.0,,,2.0,1.0
10,23,1999,11:39, ,2003-99314,SS,I,F,194.0,14.1,151,158.0,,,3.0,0.0
10,25,1999,14:00, ,1207-72622,RT,A,,410.0,39.8,130,251.0,,,3.0,0.0
10,27,1999,11:48, ,803-05930,SS,A,F,194.0,15.5,154,163.0,,,1.0,0.0
10,27,1999,12:55, ,1177-04616,RT,I,,373.0,28.3,223,226.0,,,2.0,0.0
11,1,1999,12:55, ,1207-72623,RT,I,,390.0,35.6,221,234.0,,,1.0,0.5
11,2,1999,10:00, ,1207-72624,RT,A,,404.0,32.5,220,245.0,,,1.0,0.0
11,2,1999,11:35, ,1177-04617,RT,I,,375.0,29.9,186,205.0,,,0.0,1.0
11,3,1999,10:27, ,1207-72625,RT,I,,395.0,31.3,217,223.0,,,2.0,0.0
11,3,1999,14:30, ,1177-04618,RT,I,,379.0,31.4,209,224.0,,,1.0,0.0
11,4,1999,12:15, ,1207-72626,RT,I,,382.0,29.9,215,217.0,,,2.0,0.0
11,4,1999,14:00, ,1207-72627,RT,I,,404.0,31.8,214,226.0,,,1.0,0.0
11,5,1999,10:48, ,2003-99315,SS,A,F,205.0,15.5,169,164.0,,,4.0,0.0
11,5,1999,14:10, ,1177-04619,RT,A,,377.0,29.0,207,214.0,,,0.0,0.5
11,6,1999,11:54, ,2003-99316,SS,I,M,184.0,14.9,153,157.0,,,3.0,0.0
11,8,1999,12:25, ,1177-04620,RT,I,,390.0,30.0,210,225.0,,,1.0,0.5
11,9,1999,10:25, ,1177-14621,RT,A,,404.0,31.55,224,226.0,,,3.0,0.0
11,10,1999,10:15, ,1177-04622,RT,I,,351.0,29.3,200,215.0,,,1.0,0.0
11,10,1999,12:45, ,1207-72628,RT,I,,394.0,31.7,207,227.0,,,2.0,0.0
11,10,1999,01:15, ,1142-19227,SS,A,M,175.0,11.4,137,146.0,,,1.0,0.0
11,12,1999,13:50, ,1807-53133,RT,A,,372.0,25.4,212,216.0,,,2.0,0.25
11,13,1999,10:30, ,1142-19228,SS,I,M,169.0,11.85,132,144.0,,,2.0,0.0
11,13,1999,11:30, ,1177-04623,RT,I,,376.0,31.55,226,234.0,,,2.0,0.75
11,13,1999,12:05, ,1177-04624,RT,I,,399.0,29.55,232,243.0,,,2.0,0.0
11,17,1999,13:11, ,1207-72629,RT,I,,399.0,33.85,228,232.0,,,3.0,1.0
11,19,1999,09:58, ,1177-04625,RT,I,,357.0,28.35,205,212.0,,,3.0,0.0
9,7,2000,10:30, ,2003-94317,SS,I,F,195.0,14.6,155,160.0,,,4.0,0.0
9,7,2000,13:25, ,1207-22630,RT,I,,400.0,33.1,228,238.0,,,1.0,0.5
9,9,2000,09:29, ,1207-72631,RT,I,,382.0,33.8,237,234.0,,,1.0,0.0
9,9,2000,09:38, ,1142-18229,SS,I,M,161.0,11.3,135,129.0,,,4.0,0.0
9,13,2000,09:35, ,1177-04626,RT,I,,390.0,30.1,230,220.0,,,2.0,0.0
9,13,2000,10:35, ,1177-04627,RT,I,,379.0,29.1,219,227.0,,,2.0,0.0
9,13,2000,11:35, ,1177-04628,RT,I,,376.0,30.5,223,234.0,,,2.0,5.0
9,13,2000,12:10, ,1177-04629,RT,A,,331.0,30.4,210,223.0,,,2.0,1.0
9,13,2000,14:02, ,1177-04630,RT,I,,371.0,30.2,222,226.0,,,1.0,0.0
9,14,2000,11:34, ,1213-58902,SS,I,M,160.0,11.8,124,129.0,,,3.0,0.5
9,15,2000,14:12, ,1177-04631,RT,I,,361.0,28.7,201,211.0,,,1.0,0.5
9,16,2000,12:23, ,1705-37411,CH,A,F,268.0,26.1,206,223.0,,,3.0,0.25
9,18,2000,12:05, ,1207-72632,RT,I,,394.0,34.5,234,234.0,,,1.0,0.0
9,18,2000,12:35, ,2003-99318,SS,A,F,191.0,15.3,149,154.0,,,4.0,0.5
9,18,2000,13:39, ,1207-77633,RT,A,,358.0,29.0,204,201.0,,,1.0,1.0
9,18,2000,14:33, ,1177-04632,RT,I,,380.0,29.0,204,217.0,,,3.0,1.0
9,21,2000,10:40, ,803-05931,SS,A,F,188.0,14.2,154,150.0,,,4.0,0.0
9,21,2000,11:35, ,1207-72634,RT,I,,397.0,34.0,224,219.0,,,2.0,0.5
9,21,2000,12:58, ,803-05932,SS,A,F,196.0,13.9,150,160.0,,,4.0,1.0
9,21,2000,13:32, ,803-05933,SS,A,F,190.0,14.6,147,149.0,,,4.0,0.25
9,22,2000,13:34, ,1142-19230,SS,I,M,161.0,11.1,130,136.0,,,3.0,0.5
9,25,2000,09:50, ,1705-37412,CH,A,F,145.0,20.5,180,196.0,,,1.0,0.25
9,25,2000,12:06, ,1207-72635,RT,I,,392.0,33.0,229,234.0,,,2.0,0.0
9,25,2000,12:20, ,803-05934,SS,I,F,190.0,14.6,153,160.0,,,2.0,0.5
9,25,2000,13:18, ,1204-45869,CH,I,M,230.0,21.3,187,206.0,,,2.0,1.0
9,25,2000,14:52, ,1207-72636,RT,A,,406.0,31.1,222,224.0,,,2.0,0.5
9,26,2000,10:35, ,1177-04633,RT,I,,363.0,30.3,214,219.0,,,2.0,0.0
9,26,2000,11:40, ,1142-19231,SS,I,M,162.0,11.4,132,137.0,,,2.0,0.0
9,26,2000,12:10, ,1177-04634,RT,I,,374.0,30.8,219,227.0,,,2.0,0.0
9,26,2000,12:40, ,1177-04635,RT,I,,412.0,33.2,230,240.0,,,1.0,0.25
9,26,2000,13:23, ,2206-35431,CH,I,F,272.0,24.0,219,240.0,,,2.0,0.0
9,26,2000,14:25, ,1177-04636,RT,I,,388.0,32.2,230,235.0,,,2.0,0.0
9,27,2000,11:30, ,1177-04637,RT,I,,371.0,29.7,217,221.0,,,2.0,0.0
9,27,2000,12:20, ,1204-45870,CH,I,M,225.0,18.7,179,187.0,,,2.0,0.5
9,27,2000,13:00, ,1207-72637,RT,I,,391.0,33.9,225,236.0,,,2.0,0.25
9,28,2000,14:30, ,1142-19232,SS,I,M,163.0,11.5,123,131.0,,,3.0,0.5
9,29,2000,10:25, ,1207-72638,RT,I,F,410.0,33.6,229,237.0,,,2.0,0.5
9,29,2000,11:47, ,1177-04638,RT,I,,368.0,28.7,215,205.0,,,2.0,0.0
9,29,2000,13:00, ,1177-04639,RT,I,F,410.0,29.4,247,255.0,,,2.0,0.0
9,29,2000,13:30, ,1207-74639,RT,A,F,425.0,33.3,222,227.0,,,2.0,0.0
9,30,2000,13:30, ,1177-04640,RT,I,,368.0,30.8,220,224.0,,,2.0,1.0
9,30,2000,15:01, ,1207-74640,RT,I,,392.0,34.1,234,237.0,,,1.0,0.0
10,1,2000,14:00, ,1705-37413,SS,I,M,250.0,25.3,192,195.0,,,1.0,0.0
10,1,2000,14:50, ,1207-72641,RT,I,,418.0,31.9,248,255.0,,,2.0,0.5
10,2,2000,13:20, ,1177-04641,RT,I,,370.0,29.7,221,223.0,,,3.0,0.0
10,3,2000,10:52, ,1142-19233,SS,A,M,170.0,12.2,132,136.0,,,2.0,0.5
10,3,2000,14:05, ,803-05935,SS,A,F,203.0,15.6,162,164.0,,,3.0,1.0
10,4,2000,10:40, ,1177-04642,RT,A,,370.0,30.5,218,223.0,,,2.0,0.0
10,4,2000,11:56, ,1207-72642,RT,A,,408.0,32.7,225,225.0,,,2.0,0.0
10,6,2000,12:59, ,1207-72643,RT,A,,393.0,35.3,215,221.0,,,3.0,0.0
10,7,2000,09:55, ,1177-04643,RT,I,,365.0,30.1,225,224.0,,,1.0,0.0
10,7,2000,10:27, ,1207-72644,RT,I,,405.0,31.9,244,249.0,,,1.0,0.0
10,7,2000,10:43, ,1207-72645,RT,I,,381.0,31.6,232,233.0,,,0.0,0.0
10,7,2000,12:24, ,1177-04644,RT,I,,390.0,31.1,238,239.0,,,2.0,0.0
10,7,2000,15:12, ,1207-72646,RT,I,,384.0,35.0,231,235.0,,,1.0,0.25
10,8,2000,12:25, ,1177-04645,RT,I,,390.0,29.9,218,221.0,,,1.0,0.25
10,8,2000,13:29, ,1177-04646,RT,I,,381.0,29.6,223,226.0,,,1.0,0.25
10,9,2000,10:10, ,803-05936,SS,A,F,194.0,14.0,152,152.0,,,4.0,1.0
10,9,2000,14:00, ,1807-82702,RT,I,,371.0,26.8,197,204.0,,,3.0,0.5
10,9,2000,14:26, ,1177-04647,RT,I,,356.0,28.9,195,204.0,,,2.0,0.0
10,9,2000,14:38, ,1177-04648,RT,I,,377.0,29.0,206,217.0,,,1.0,0.0
10,10,2000,13:57, ,1177-04649,RT,I,,362.0,29.7,213,215.0,,,2.0,0.5
10,11,2000,12:21, ,1142-19234,SS,A,M,165.0,11.8,127,132.0,,,4.0,1.0
10,12,2000,10:10, ,1142-19235,SS,A,M,155.0,11.8,122,130.0,,,4.0,0.5
10,12,2000,13:35, ,1207-72647,RT,I,,400.0,34.2,222,233.0,,,2.0,0.0
10,13,2000,09:33, ,1142-19236,SS,A,M,161.0,12.0,124,138.0,,,2.0,0.0
10,13,2000,09:58, ,1207-72648,RT,I,,387.0,32.4,227,227.0,,,2.0,0.0
10,13,2000,11:08, ,1207-72649,RT,I,,409.0,32.7,235,245.0,,,2.0,0.0
10,13,2000,12:35, ,2003-99320,SS,A,F,195.0,13.4,158,172.0,,,3.0,1.0
10,13,2000,14:45, ,2003-99321,SS,A,F,196.0,15.4,150,156.0,,,4.0,0.0
10,14,2000,11:35, ,1142-19237,SS,A,M,169.0,11.7,133,135.0,,,3.0,1.0
10,14,2000,12:07, ,1177-04650,RT,I,,385.0,30.5,228,235.0,,,2.0,0.0
10,14,2000,13:07, ,1807-82703,RT,I,,377.0,29.3,219,225.0,,,2.0,0.0
10,14,2000,13:12, ,1177-04651,RT,I,,400.0,33.3,231,237.0,,,2.0,0.0
10,15,2000,12:50, ,1142-19238,SS,I,M,164.0,10.7,127,132.0,,,3.0,0.0
10,16,2000,14:30, ,1142-19239,SS,A,M,165.0,11.4,127,130.0,,,3.0,0.0
10,17,2000,15:03, ,1177-04652,RT,I,,363.0,28.3,209,219.0,,,2.0,0.0
10,18,2000,12:14, ,2206-35432,CH,A,F,266.0,25.4,223,229.0,,,3.0,0.0
10,18,2000,14:28, ,1177-04653,RT,I,,403.0,33.3,237,241.0,,,2.0,0.0
10,19,2000,12:14, ,1177-04654,RT,I,,375.0,30.1,210,211.0,,,2.0,0.0
10,19,2000,13:38, ,1142-09240,SS,A,M,166.0,11.7,133,137.0,,,2.0,1.0
10,20,2000,09:48, ,1177-04655,RT,I,,373.0,27.9,215,221.0,,,2.0,0.0
10,20,2000,11:46, ,1177-04656,RT,I,,373.0,31.0,217,219.0,,,2.0,0.0
10,20,2000,12:38, ,1142-09241,SS,A,M,170.0,121.0,135,143.0,,,1.0,1.0
10,20,2000,14:12, ,1177-04657,RT,A,,373.0,29.6,207,210.0,,,2.0,0.0
10,20,2000,14:27, ,1807-82704,RT,I,,354.0,31.0,211,213.0,,,3.0,0.25
10,20,2000,14:45, ,1207-72650,RT,I,,394.0,30.7,225,232.0,,,2.0,0.0
10,21,2000,09:22, ,1142-09242,SS,I,M,165.0,11.6,131,139.0,,,3.0,0.0
10,21,2000,13:57, ,1705-24640,CH,A,F,261.0,25.1,203,203.0,,,2.0,0.0
10,21,2000,14:12, ,1177-04658,RT,I,,377.0,31.5,223,225.0,,,2.0,0.0
10,25,2000,12:51, ,1177-04659,RT,I,,364.0,30.3,218,223.0,,,2.0,1.0
10,25,2000,13:45, ,1177-04660,RT,I,,385.0,30.0,222,225.0,,,2.0,0.0
10,26,2000,09:21, ,1177-04661,RT,I,,390.0,34.7,235,237.0,,,2.0,0.0
10,26,2000,10:53, ,1177-04662,RT,A,,383.0,32.7,208,208.0,,,2.0,0.0
10,26,2000,12:53, ,1177-04663,RT,I,,365.0,30.3,216,223.0,,,2.0,0.0
10,27,2000,10:49, ,803-05937,SS,I,F,201.0,14.8,157,163.0,,,3.0,0.0
10,27,2000,13:15, ,1177-04664,RT,I,,376.0,31.7,217,220.0,,,2.0,0.0
10,27,2000,14:49, ,1207-72651,RT,A,,402.0,33.3,219,217.0,,,2.0,0.25
10,29,2000,09:45, ,1177-04665,RT,I,,394.0,32.7,235,230.0,,,1.0,0.25
10,29,2000,13:36, ,1204-45871,CH,I,M,223.0,20.7,185,208.0,,,2.0,1.0
10,30,2000,11:20, ,1177-04666,RT,A,,378.0,30.9,212,217.0,,,2.0,0.25
11,1,2000,12:08, ,1177-04667,RT,I,,369.0,28.2,211,225.0,,,2.0,0.0
11,1,2000,13:16, ,1177-04668,RT,A,,378.0,30.7,201,209.0,,,1.0,0.5
11,2,2000,09:55, ,1177-04669,RT,A,,262.0,31.2,200,207.0,,,2.0,0.0
11,2,2000,10:28, ,1142-19243,SS,I,M,165.0,12.1,137,150.0,,,4.0,1.0
11,2,2000,12:47, ,1177-04670,RT,A,,379.0,32.2,217,224.0,,,1.0,0.0
11,3,2000,09:42, ,1177-04671,RT,I,,380.0,33.3,223,225.0,,,1.0,0.0
11,4,2000,11:20, ,1177-04672,RT,A,,380.0,27.0,199,206.0,,,2.0,0.0
11,4,2000,13:10, ,1177-04673,RT,I,,393.0,32.4,217,225.0,,,1.0,0.0
11,4,2000,13:24, ,1207-72652,RT,A,,389.0,32.1,207,210.0,,,2.0,0.0
11,8,2000,10:31, ,1207-72653,RT,I,,395.0,28.5,222,223.0,,,3.0,0.0
11,12,2000,13:50, ,2003-99233,SS,I,F,207.0,14.3,163,172.0,,,2.0,1.0
11,14,2000,11:40, ,1807-82705,RT,I,,367.0,24.1,217,220.0,,,3.0,0.0
11,14,2000,11:57, ,1177-04674,RT,A,,368.0,27.0,200,204.0,,,0.0,0.5
11,18,2000,10:47, ,1177-04675,RT,I,,377.0,29.5,220,226.0,,,2.0,0.0
11,20,2000,11:15, ,1177-04676,RT,I,,374.0,29.8,216,224.0,,,2.0,1.0
